Date,Open,High,Low,Close,Adj Close,Volume
2019-07-03,1117.410034,1126.76001,1113.859985,1121.579956,1121.579956,767000
2019-07-05,1117.800049,1132.880005,1116.140015,1131.589966,1131.589966,1264300
2019-07-08,1125.170044,1125.97998,1111.209961,1116.349976,1116.349976,1236400
2019-07-09,1111.800049,1128.025024,1107.170044,1124.829956,1124.829956,1330400
2019-07-10,1131.219971,1142.050049,1130.969971,1140.47998,1140.47998,1209500
2019-07-11,1143.25,1153.069946,1139.579956,1144.209961,1144.209961,1195500
2019-07-12,1143.98999,1147.339966,1138.780029,1144.900024,1144.900024,864000
2019-07-15,1146.859985,1150.819946,1139.400024,1150.339966,1150.339966,903800
2019-07-16,1146.0,1158.579956,1145.0,1153.579956,1153.579956,1238800
2019-07-17,1150.969971,1158.359985,1145.77002,1146.349976,1146.349976,1170000
2019-07-18,1141.73999,1147.60498,1132.72998,1146.329956,1146.329956,1290700
2019-07-19,1148.189941,1151.140015,1129.619995,1130.099976,1130.099976,1647200
2019-07-22,1133.449951,1139.25,1124.23999,1138.069946,1138.069946,1301500
2019-07-23,1144.0,1146.900024,1131.800049,1146.209961,1146.209961,1093700
2019-07-24,1131.900024,1144.0,1126.98999,1137.810059,1137.810059,1589800
2019-07-25,1137.819946,1141.699951,1120.920044,1132.119995,1132.119995,2209800
2019-07-26,1224.040039,1265.550049,1224.0,1250.410034,1250.410034,4805800
2019-07-29,1241.050049,1247.369995,1228.22998,1239.410034,1239.410034,2223700
2019-07-30,1225.410034,1234.869995,1223.300049,1225.140015,1225.140015,1453300
2019-07-31,1223.0,1234.0,1207.764038,1216.680054,1216.680054,1725500
2019-08-01,1214.030029,1234.109985,1205.719971,1209.01001,1209.01001,1698500
2019-08-02,1200.73999,1206.900024,1188.939941,1193.98999,1193.98999,1645100
2019-08-05,1170.040039,1175.23999,1140.140015,1152.319946,1152.319946,2597500
2019-08-06,1163.310059,1179.959961,1160.0,1169.949951,1169.949951,1709400
2019-08-07,1156.0,1178.444946,1149.624023,1173.98999,1173.98999,1444300
2019-08-08,1182.829956,1205.01001,1173.02002,1204.800049,1204.800049,1468000
2019-08-09,1197.98999,1203.880005,1183.603027,1188.01001,1188.01001,1065700
2019-08-12,1179.209961,1184.959961,1167.671997,1174.709961,1174.709961,1003000
2019-08-13,1171.459961,1204.780029,1171.459961,1197.27002,1197.27002,1294400
2019-08-14,1176.310059,1182.300049,1160.540039,1164.290039,1164.290039,1578700
2019-08-15,1163.5,1175.839966,1162.109985,1167.26001,1167.26001,1218700
2019-08-16,1179.550049,1182.719971,1171.810059,1177.599976,1177.599976,1313300
